HR,PGE,SCE,SDGE,VEA,CAISO,Datetime
23,10744.56,10321.59,2356.27,78.73,23501.14,2023-01-15 23:00:00
0,10117.5,9708.47,2261.4,76.01,22163.38,2023-01-16 00:00:00
1,10067.12,9361.77,2296.58,75.07,21799.54,2023-01-16 01:00:00
2,9833.32,9020.87,2166.73,75.2,21096.09,2023-01-16 02:00:00
3,9943.04,8830.41,2030.2,75.0,20878.65,2023-01-16 03:00:00
4,9807.5,8766.34,1998.99,76.21,20649.03,2023-01-16 04:00:00
5,9818.35,8953.56,1956.04,79.33,20807.28,2023-01-16 05:00:00
6,10434.73,9430.7,2003.94,83.0,21952.36,2023-01-16 06:00:00
7,10837.61,10327.15,2127.08,87.91,23379.75,2023-01-16 07:00:00
8,11419.44,10599.72,2247.67,90.68,24357.5,2023-01-16 08:00:00
9,11558.11,10946.1,2363.46,91.69,24959.33,2023-01-16 09:00:00
10,11398.59,11478.45,2701.16,87.92,25666.12,2023-01-16 10:00:00
11,10678.23,11545.84,2730.79,86.01,25040.87,2023-01-16 11:00:00
12,10656.6,11333.63,2446.73,80.98,24517.93,2023-01-16 12:00:00
13,11107.35,11287.7,2141.81,67.43,24604.29,2023-01-16 13:00:00
14,10993.16,11197.98,2094.31,60.38,24345.83,2023-01-16 14:00:00
15,11150.73,10985.44,2180.34,60.25,24376.76,2023-01-16 15:00:00
16,11520.72,10972.17,2357.11,64.26,24914.26,2023-01-16 16:00:00
17,11992.83,11330.73,2476.75,84.81,25885.12,2023-01-16 17:00:00
18,12987.37,12314.14,2735.51,96.29,28133.3,2023-01-16 18:00:00
19,13033.43,12371.17,2757.0,98.36,28259.95,2023-01-16 19:00:00
20,12660.21,12237.92,2682.94,97.35,27678.43,2023-01-16 20:00:00
21,12389.6,12014.95,2608.93,96.75,27110.23,2023-01-16 21:00:00
22,12002.66,11649.62,2465.25,86.15,26203.68,2023-01-16 22:00:00
23,11233.05,11021.16,2346.96,81.69,24682.85,2023-01-16 23:00:00
0,10674.24,10263.47,2092.88,78.21,23108.8,2023-01-17 00:00:00
1,10534.02,9688.96,2219.7,76.34,22519.01,2023-01-17 01:00:00
2,10367.83,9368.25,2149.11,75.34,21960.53,2023-01-17 02:00:00
3,10466.03,9122.66,2019.31,76.06,21684.06,2023-01-17 03:00:00
4,10570.09,9133.8,1945.08,79.0,21727.96,2023-01-17 04:00:00
5,10352.45,9380.86,1946.06,82.6,21761.96,2023-01-17 05:00:00
6,10639.5,10216.19,2066.34,94.9,23016.93,2023-01-17 06:00:00
7,11827.16,11343.87,2317.51,102.24,25590.78,2023-01-17 07:00:00
8,12776.99,11929.94,2453.14,105.52,27265.59,2023-01-17 08:00:00
9,12699.4,11974.15,2456.84,78.69,27209.08,2023-01-17 09:00:00
10,11875.82,11752.06,2517.68,29.82,26174.49,2023-01-17 10:00:00
11,10838.07,11921.6,2401.46,0.23,25161.36,2023-01-17 11:00:00
12,10352.16,11748.9,2098.1,0.0,24199.16,2023-01-17 12:00:00
13,9926.8,11225.48,1990.4,9.36,23152.05,2023-01-17 13:00:00
14,10006.91,10801.94,1959.64,82.12,22850.6,2023-01-17 14:00:00
15,9870.99,10431.04,1966.26,84.55,22352.83,2023-01-17 15:00:00
16,10546.57,10512.95,2119.41,80.65,23259.59,2023-01-17 16:00:00
17,11382.98,11314.46,2392.16,93.52,25183.13,2023-01-17 17:00:00
18,12803.66,12293.15,2724.73,102.63,27924.17,2023-01-17 18:00:00
19,12954.46,12612.94,2787.6,102.83,28457.83,2023-01-17 19:00:00
20,12765.87,12490.82,2746.8,103.21,28106.7,2023-01-17 20:00:00
21,12593.59,12247.6,2657.61,101.74,27600.55,2023-01-17 21:00:00
22,12182.75,12029.58,2547.75,92.17,26852.25,2023-01-17 22:00:00
23,11719.68,11482.05,2333.47,88.92,25624.12,2023-01-17 23:00:00
0,11087.87,10732.14,2188.31,87.39,24095.72,2023-01-18 00:00:00
1,11696.98,9546.87,2158.91,87.42,23490.18,2023-01-18 01:00:00
2,10704.41,9932.88,2106.52,88.25,22832.06,2023-01-18 02:00:00
3,10736.77,9708.38,2099.35,89.97,22634.47,2023-01-18 03:00:00
4,10600.22,9538.11,2076.22,92.63,22306.37,2023-01-18 04:00:00
5,10506.55,9835.53,2050.44,98.7,22491.22,2023-01-18 05:00:00
6,10792.68,10656.94,2187.08,107.13,23743.82,2023-01-18 06:00:00
7,11902.07,11784.1,2467.87,122.19,26276.22,2023-01-18 07:00:00
8,12809.39,12218.77,2604.74,122.79,27755.69,2023-01-18 08:00:00
9,12343.72,12407.1,2397.59,104.74,27253.15,2023-01-18 09:00:00
10,11522.89,11866.66,2306.83,88.71,25785.09,2023-01-18 10:00:00
11,10628.96,11807.71,2226.58,76.47,24739.71,2023-01-18 11:00:00
12,10313.13,11249.3,2097.8,68.65,23728.89,2023-01-18 12:00:00
13,10256.58,11134.29,1834.79,62.7,23288.36,2023-01-18 13:00:00
14,10467.47,10681.59,1655.5,58.2,22862.77,2023-01-18 14:00:00
15,10724.88,10328.81,1757.92,56.63,22868.24,2023-01-18 15:00:00
16,11352.43,10366.58,2092.32,59.3,23870.64,2023-01-18 16:00:00
17,12232.29,11092.91,2372.06,77.94,25775.2,2023-01-18 17:00:00
18,13006.59,12187.53,2684.87,93.58,27972.56,2023-01-18 18:00:00
19,13138.91,12410.98,2743.04,99.44,28392.37,2023-01-18 19:00:00
20,12937.65,12278.48,2726.83,100.56,28043.52,2023-01-18 20:00:00
21,12578.51,12181.65,2650.1,103.54,27513.81,2023-01-18 21:00:00
22,12072.12,11940.65,2547.56,95.47,26655.8,2023-01-18 22:00:00
23,11221.56,11323.5,2373.7,93.6,25012.35,2023-01-18 23:00:00
0,10601.92,10703.28,2204.14,92.58,23601.92,2023-01-19 00:00:00
1,10481.09,10267.14,2294.08,92.67,23134.98,2023-01-19 01:00:00
2,10194.82,9841.68,2247.1,92.93,22376.52,2023-01-19 02:00:00
3,10448.65,9613.75,2258.08,96.47,22416.13,2023-01-19 03:00:00
4,10454.19,9687.05,2266.1,99.97,22507.32,2023-01-19 04:00:00
5,10385.01,10006.38,2173.11,105.86,22670.36,2023-01-19 05:00:00
6,11035.78,10723.72,2239.5,114.16,24113.16,2023-01-19 06:00:00
7,11732.58,11831.92,2510.68,129.1,26204.28,2023-01-19 07:00:00
8,12551.96,12285.41,2624.96,122.59,27584.92,2023-01-19 08:00:00
9,12490.54,12054.79,2418.89,108.61,27071.94,2023-01-19 09:00:00
10,11951.94,11974.94,2299.63,90.74,26317.25,2023-01-19 10:00:00
11,11267.81,11993.78,2090.4,77.25,25429.24,2023-01-19 11:00:00
12,11054.29,11369.58,1891.6,68.25,24383.72,2023-01-19 12:00:00
13,10507.3,11309.75,1827.9,71.94,23716.89,2023-01-19 13:00:00
14,9933.74,11435.43,1764.1,77.07,23210.34,2023-01-19 14:00:00
15,9964.36,11217.42,1914.41,82.59,23178.77,2023-01-19 15:00:00
16,10717.46,11435.43,2236.85,89.18,24478.94,2023-01-19 16:00:00
17,11824.41,11836.34,2491.99,101.72,26254.45,2023-01-19 17:00:00
18,12856.22,12605.71,2757.06,108.81,28327.81,2023-01-19 18:00:00
19,13214.68,12775.73,2766.89,108.25,28865.55,2023-01-19 19:00:00
20,12953.35,12572.99,2710.93,110.84,28348.1,2023-01-19 20:00:00
21,12569.06,12357.16,2622.76,110.79,27659.77,2023-01-19 21:00:00
22,12080.59,12109.46,2501.77,100.08,26791.9,2023-01-19 22:00:00
23,11783.61,11461.78,2322.6,96.13,25664.11,2023-01-19 23:00:00
0,10984.32,10751.68,2162.7,95.0,23993.7,2023-01-20 00:00:00
1,10682.83,10235.66,2155.39,95.39,23169.27,2023-01-20 01:00:00
2,10578.75,9859.64,2128.05,96.57,22663.02,2023-01-20 02:00:00
3,10617.96,9834.45,2112.89,98.74,22664.03,2023-01-20 03:00:00
4,10459.73,9819.44,2066.48,101.08,22446.74,2023-01-20 04:00:00
5,10599.57,9949.3,2016.66,107.0,22672.53,2023-01-20 05:00:00
6,11102.8,10647.3,2131.18,120.41,24001.69,2023-01-20 06:00:00
7,11889.07,11686.35,2379.48,127.18,26082.08,2023-01-20 07:00:00
8,12856.38,12053.18,2491.53,126.34,27527.43,2023-01-20 08:00:00
9,12567.33,12071.58,2250.53,110.22,26999.66,2023-01-20 09:00:00
10,11519.49,11988.73,2077.64,96.31,25682.17,2023-01-20 10:00:00
11,10452.1,11871.77,1843.86,86.96,24254.69,2023-01-20 11:00:00
12,10282.86,11246.85,1829.58,80.48,23439.77,2023-01-20 12:00:00
13,10129.77,10886.32,1869.7,74.97,22960.76,2023-01-20 13:00:00
14,10000.48,10398.82,1781.52,70.98,22251.81,2023-01-20 14:00:00
15,9756.5,10080.12,1864.34,68.85,21769.82,2023-01-20 15:00:00
16,10362.03,10409.11,1994.46,73.16,22838.76,2023-01-20 16:00:00
17,11459.33,10877.92,2275.73,89.08,24702.06,2023-01-20 17:00:00
18,12455.59,11979.43,2580.83,103.99,27119.85,2023-01-20 18:00:00
19,12927.32,12098.22,2629.67,105.82,27761.03,2023-01-20 19:00:00
20,12715.96,12026.08,2585.51,106.56,27434.1,2023-01-20 20:00:00
21,12465.01,11891.37,2532.8,106.33,26995.51,2023-01-20 21:00:00
22,12161.82,11704.18,2468.82,96.89,26431.71,2023-01-20 22:00:00
23,11915.28,11278.11,2346.6,93.71,25633.71,2023-01-20 23:00:00
0,11320.09,10851.25,2225.78,92.16,24489.29,2023-01-21 00:00:00
1,10937.72,10198.07,2198.48,92.17,23426.44,2023-01-21 01:00:00
2,10682.18,9831.14,2122.58,93.25,22729.15,2023-01-21 02:00:00
3,10495.02,9508.33,2036.23,96.32,22135.08,2023-01-21 03:00:00
4,10404.55,9404.72,1991.4,98.78,21899.45,2023-01-21 04:00:00
5,10402.94,9554.73,2026.57,103.44,22087.68,2023-01-21 05:00:00
6,10583.43,9886.28,2066.2,111.18,22647.09,2023-01-21 06:00:00
7,10839.9,10326.53,2171.87,124.52,23462.82,2023-01-21 07:00:00
8,11362.32,10503.01,2205.71,125.21,24196.24,2023-01-21 08:00:00
9,11432.66,10803.16,2082.58,108.67,24427.07,2023-01-21 09:00:00
10,10574.11,10455.17,1885.49,90.9,23005.67,2023-01-21 10:00:00
11,9782.68,10290.16,1667.21,77.92,21817.96,2023-01-21 11:00:00
12,9006.74,9828.93,1600.77,68.45,20504.89,2023-01-21 12:00:00
13,9066.9,9219.89,1510.32,61.86,19858.97,2023-01-21 13:00:00
14,9067.75,8795.21,1535.44,56.71,19455.11,2023-01-21 14:00:00
15,9369.93,8785.47,1474.19,54.34,19683.93,2023-01-21 15:00:00
16,9838.71,9030.37,1744.28,59.8,20673.16,2023-01-21 16:00:00
17,10640.54,9710.95,2112.21,75.99,22539.7,2023-01-21 17:00:00
18,11709.06,10935.11,2459.82,88.98,25192.97,2023-01-21 18:00:00
19,12190.7,11267.07,2542.86,95.22,26095.85,2023-01-21 19:00:00
20,12042.46,11154.25,2495.21,98.13,25790.05,2023-01-21 20:00:00
21,11878.93,11043.85,2462.43,100.66,25485.87,2023-01-21 21:00:00
22,11653.73,10897.86,2389.19,100.9,25041.68,2023-01-21 22:00:00
23,11487.38,10627.89,2291.64,93.65,24500.55,2023-01-21 23:00:00
0,10927.02,10288.37,2218.08,93.9,23527.37,2023-01-22 00:00:00
1,10638.75,9786.79,2193.87,94.97,22714.37,2023-01-22 01:00:00
2,10376.76,9366.23,2106.93,97.28,21946.39,2023-01-22 02:00:00
3,10211.46,9198.91,2037.98,100.82,21549.17,2023-01-22 03:00:00
4,10190.94,9078.78,1999.08,104.06,21372.87,2023-01-22 04:00:00
5,9972.41,9248.78,2046.36,107.59,21375.13,2023-01-22 05:00:00
6,10147.78,9572.91,2036.64,113.66,21870.98,2023-01-22 06:00:00
7,10573.04,9811.83,2133.26,126.54,22644.67,2023-01-22 07:00:00
8,11031.54,9717.77,2134.57,124.88,23008.76,2023-01-22 08:00:00
9,10792.41,9711.99,2015.84,108.05,22628.29,2023-01-22 09:00:00
10,10202.94,9700.5,1726.29,90.84,21720.54,2023-01-22 10:00:00
11,9661.77,10045.03,1421.52,80.27,21208.59,2023-01-22 11:00:00
12,8773.88,9567.88,1354.4,74.83,19770.98,2023-01-22 12:00:00
13,8757.59,8845.24,1646.66,71.55,19321.04,2023-01-22 13:00:00
14,9152.89,8731.88,1788.94,68.99,19742.69,2023-01-22 14:00:00
15,9336.52,8472.49,1849.41,70.5,19728.92,2023-01-22 15:00:00
16,9742.07,8860.7,1881.32,77.75,20561.83,2023-01-22 16:00:00
17,10896.87,9586.02,2163.02,90.33,22736.25,2023-01-22 17:00:00
18,11804.36,10918.09,2519.23,110.18,25351.86,2023-01-22 18:00:00
19,12246.48,11242.88,2611.1,113.26,26213.72,2023-01-22 19:00:00
20,12182.33,11392.99,2585.56,114.72,26275.61,2023-01-22 20:00:00
21,11939.01,11198.04,2518.64,112.24,25767.92,2023-01-22 21:00:00
22,11621.69,10933.04,2433.15,105.54,25093.42,2023-01-22 22:00:00
23,10884.93,10489.55,2275.5,102.26,23752.24,2023-01-22 23:00:00
0,10633.08,9913.36,2124.41,99.52,22769.54,2023-01-23 00:00:00
1,10104.6,9436.02,2115.7,98.45,21754.77,2023-01-23 01:00:00
2,10190.67,9243.02,2065.08,98.62,21597.39,2023-01-23 02:00:00
3,10419.49,9185.05,2005.37,100.38,21710.29,2023-01-23 03:00:00
4,10210.57,9154.2,2011.86,103.24,21479.88,2023-01-23 04:00:00
5,10309.85,9345.23,2053.2,107.9,21816.18,2023-01-23 05:00:00
6,10878.35,10144.64,2212.4,114.43,23349.8,2023-01-23 06:00:00
7,11811.52,11341.23,2478.71,122.98,25754.44,2023-01-23 07:00:00
8,12530.06,11803.27,2619.26,123.61,27076.2,2023-01-23 08:00:00
9,12091.81,11719.88,2380.79,118.63,26311.11,2023-01-23 09:00:00
10,11342.19,11535.26,2147.28,113.44,25138.18,2023-01-23 10:00:00
11,10888.8,11345.95,1873.0,102.63,24210.34,2023-01-23 11:00:00
12,10235.94,11494.1,1712.65,89.49,23532.17,2023-01-23 12:00:00
13,9837.96,11454.63,1883.39,81.53,23257.51,2023-01-23 13:00:00
14,9694.24,10883.42,1944.01,76.57,22598.23,2023-01-23 14:00:00
15,9835.94,10379.18,1894.51,73.03,22182.66,2023-01-23 15:00:00
16,10340.53,10388.56,2009.18,76.6,22814.86,2023-01-23 16:00:00
17,11421.09,10982.75,2306.07,90.81,24800.71,2023-01-23 17:00:00
18,12527.8,12153.94,2691.4,103.3,27476.44,2023-01-23 18:00:00
19,12841.13,12400.24,2778.22,104.53,28124.12,2023-01-23 19:00:00
20,12697.24,12277.79,2732.48,105.2,27812.72,2023-01-23 20:00:00
21,12442.24,12054.29,2653.45,103.82,27253.8,2023-01-23 21:00:00
22,12033.62,11761.55,2539.0,93.89,26428.07,2023-01-23 22:00:00
23,11327.46,11214.75,2338.41,91.84,24972.46,2023-01-23 23:00:00
0,10694.63,10535.26,2290.53,90.43,23610.86,2023-01-24 00:00:00
1,10535.9,9901.41,2198.87,89.22,22725.4,2023-01-24 01:00:00
2,10231.4,9609.74,2093.29,89.35,22023.78,2023-01-24 02:00:00
3,10107.39,9508.17,2075.11,92.1,21782.76,2023-01-24 03:00:00
4,10840.72,9427.76,2028.24,95.28,22392.01,2023-01-24 04:00:00
5,10891.47,9674.74,2115.48,100.71,22782.39,2023-01-24 05:00:00
6,11011.0,10413.24,2237.6,109.5,23771.33,2023-01-24 06:00:00
7,12121.39,11634.12,2524.61,118.7,26398.83,2023-01-24 07:00:00
8,12917.57,11980.37,2642.84,117.13,27657.9,2023-01-24 08:00:00
9,12395.98,11816.88,2480.71,106.27,26799.84,2023-01-24 09:00:00
10,11150.1,11517.33,2154.64,89.77,24911.84,2023-01-24 10:00:00
11,10336.13,11436.47,1787.83,79.98,23640.41,2023-01-24 11:00:00
12,10173.45,11185.88,1706.35,71.94,23137.59,2023-01-24 12:00:00
13,9712.38,11068.56,1799.07,66.44,22646.45,2023-01-24 13:00:00
14,9881.94,10944.79,1862.26,64.24,22753.23,2023-01-24 14:00:00
15,9869.78,10630.95,1940.76,63.49,22504.99,2023-01-24 15:00:00
16,10408.12,10409.42,1992.74,66.19,22876.46,2023-01-24 16:00:00
17,11304.61,10853.46,2276.51,80.94,24515.52,2023-01-24 17:00:00
18,12271.95,11914.42,2688.76,91.98,26967.11,2023-01-24 18:00:00
19,12782.64,12137.39,2738.55,94.5,27753.08,2023-01-24 19:00:00
20,12645.76,12008.92,2671.78,95.73,27422.19,2023-01-24 20:00:00
21,12361.42,11879.28,2613.28,95.23,26949.21,2023-01-24 21:00:00
22,11914.88,11578.35,2483.92,86.24,26063.39,2023-01-24 22:00:00
23,11174.8,11106.3,2303.41,83.73,24668.25,2023-01-24 23:00:00
0,10562.26,10510.84,2264.63,82.37,23420.1,2023-01-25 00:00:00
1,10320.28,9807.88,2167.34,82.74,22378.25,2023-01-25 01:00:00
2,10341.46,9480.28,2104.36,83.72,22009.82,2023-01-25 02:00:00
3,10224.77,9379.51,2022.65,86.23,21713.16,2023-01-25 03:00:00
4,10149.91,9407.39,2208.91,89.71,21855.92,2023-01-25 04:00:00
5,10195.4,9764.18,2212.57,95.86,22268.01,2023-01-25 05:00:00
6,10872.19,10527.34,2288.46,103.49,23791.49,2023-01-25 06:00:00
7,11958.94,11681.13,2503.26,117.31,26260.64,2023-01-25 07:00:00
8,12755.47,12057.99,2572.19,108.7,27494.35,2023-01-25 08:00:00
9,12330.87,11806.0,2304.12,97.62,26538.6,2023-01-25 09:00:00
10,11192.19,11682.13,2041.46,82.14,24997.09,2023-01-25 10:00:00
11,10251.21,11856.96,1790.22,71.68,23970.07,2023-01-25 11:00:00
12,10119.77,11617.04,1688.01,64.32,23489.14,2023-01-25 12:00:00
13,9960.1,11376.97,1756.1,59.89,23153.06,2023-01-25 13:00:00
14,9938.2,10999.87,1857.18,58.84,22854.08,2023-01-25 14:00:00
15,9882.29,10504.91,1838.35,59.27,22284.81,2023-01-25 15:00:00
16,10326.19,10651.84,1991.66,64.26,23033.94,2023-01-25 16:00:00
17,11148.94,10925.17,2262.3,80.15,24416.56,2023-01-25 17:00:00
18,12108.11,11769.67,2597.54,90.91,26566.22,2023-01-25 18:00:00
19,12427.36,12022.62,2675.3,93.89,27219.17,2023-01-25 19:00:00
20,12189.22,11998.4,2627.48,96.7,26911.8,2023-01-25 20:00:00
21,11907.95,11752.8,2550.86,95.56,26307.17,2023-01-25 21:00:00
22,11510.8,11420.95,2443.29,85.56,25460.6,2023-01-25 22:00:00
23,10900.41,10774.93,2261.33,82.13,24018.79,2023-01-25 23:00:00
0,10259.14,10198.07,2116.38,80.48,22654.07,2023-01-26 00:00:00
1,10220.12,9853.06,2098.7,79.49,22251.36,2023-01-26 01:00:00
2,10571.01,9327.22,2029.51,80.21,22007.95,2023-01-26 02:00:00
3,10403.04,9104.38,2006.15,81.33,21594.9,2023-01-26 03:00:00
4,10157.73,9086.88,2030.77,83.32,21358.71,2023-01-26 04:00:00
5,10110.34,9446.78,2244.07,88.04,21889.23,2023-01-26 05:00:00
6,10672.3,10108.97,2234.19,95.62,23111.07,2023-01-26 06:00:00
7,11422.29,11223.29,2349.77,110.53,25105.88,2023-01-26 07:00:00
8,12331.66,11444.0,2425.29,102.72,26303.67,2023-01-26 08:00:00
9,11836.01,11408.23,2193.66,94.27,25532.17,2023-01-26 09:00:00
10,10816.25,11196.15,1969.89,81.92,24063.22,2023-01-26 10:00:00
11,10238.2,11375.3,1771.61,72.67,23457.76,2023-01-26 11:00:00
12,9924.68,11020.03,1620.39,66.69,22631.79,2023-01-26 12:00:00
13,9832.8,10515.25,1667.99,62.22,22078.26,2023-01-26 13:00:00
14,9598.42,10482.31,1733.61,60.92,21875.26,2023-01-26 14:00:00
15,9890.26,10310.93,1828.25,59.48,22088.92,2023-01-26 15:00:00
16,10138.85,10333.35,1956.63,62.55,22491.36,2023-01-26 16:00:00
17,10943.45,10744.18,2317.28,75.71,24080.62,2023-01-26 17:00:00
18,12010.76,11731.24,2487.97,86.74,26316.71,2023-01-26 18:00:00
19,12454.74,12024.56,2675.71,90.77,27245.79,2023-01-26 19:00:00
20,12288.3,11915.96,2760.36,92.43,27057.04,2023-01-26 20:00:00
21,11988.45,11737.89,2793.16,93.73,26613.23,2023-01-26 21:00:00
22,11626.34,11420.31,2590.1,86.1,25722.85,2023-01-26 22:00:00
23,11138.19,10848.44,2299.29,85.02,24370.94,2023-01-26 23:00:00
0,10796.67,10207.13,2155.29,85.7,23244.8,2023-01-27 00:00:00
1,10496.55,9734.75,2223.72,86.56,22541.58,2023-01-27 01:00:00
2,10440.14,9368.51,2179.8,89.15,22077.6,2023-01-27 02:00:00
3,10206.07,9285.74,2246.13,92.67,21830.61,2023-01-27 03:00:00
4,10534.57,9221.33,2124.51,95.86,21976.27,2023-01-27 04:00:00
5,10548.17,9417.72,2056.71,102.01,22124.6,2023-01-27 05:00:00
6,10635.73,10231.28,2149.34,111.59,23127.95,2023-01-27 06:00:00
7,11501.65,11287.51,2397.36,127.11,25313.63,2023-01-27 07:00:00
8,12506.02,11561.3,2510.66,119.6,26697.59,2023-01-27 08:00:00
9,11965.08,11327.76,2307.76,105.26,25705.85,2023-01-27 09:00:00
10,11347.29,10947.86,1982.08,87.31,24364.52,2023-01-27 10:00:00
11,10754.47,11202.63,1762.37,74.95,23794.41,2023-01-27 11:00:00
12,10271.04,10862.87,1653.09,65.35,22852.36,2023-01-27 12:00:00
13,9872.14,10538.95,1667.8,59.01,22137.9,2023-01-27 13:00:00
14,9715.89,10245.86,1779.62,54.44,21795.81,2023-01-27 14:00:00
15,10026.7,10087.47,1953.79,53.22,22120.18,2023-01-27 15:00:00
16,10575.24,10237.01,2039.61,55.21,22907.05,2023-01-27 16:00:00
17,11115.84,10412.45,2215.75,68.17,23812.22,2023-01-27 17:00:00
18,11922.7,11394.27,2546.35,79.49,25942.81,2023-01-27 18:00:00
19,12205.95,11584.19,2578.62,83.88,26452.63,2023-01-27 19:00:00
20,12004.22,11429.94,2535.25,86.2,26055.62,2023-01-27 20:00:00
21,11854.68,11212.49,2467.81,88.28,25623.26,2023-01-27 21:00:00
22,11810.63,11091.8,2386.41,82.36,25371.2,2023-01-27 22:00:00
23,11327.88,10592.47,2290.96,81.8,24293.11,2023-01-27 23:00:00
0,10720.38,10029.91,2099.07,82.11,22931.47,2023-01-28 00:00:00
1,10449.17,9557.0,2043.87,83.64,22133.68,2023-01-28 01:00:00
2,10103.34,9206.71,1963.87,85.81,21359.73,2023-01-28 02:00:00
3,9892.91,9016.36,1902.79,89.13,20901.2,2023-01-28 03:00:00
4,9876.61,8892.13,1862.19,92.32,20723.25,2023-01-28 04:00:00
5,10082.83,8998.67,1870.86,97.23,21049.59,2023-01-28 05:00:00
6,10348.83,9418.72,1976.29,103.62,21847.46,2023-01-28 06:00:00
7,10793.0,9882.46,2113.52,116.87,22905.85,2023-01-28 07:00:00
8,10953.21,9846.61,2172.94,117.06,23089.81,2023-01-28 08:00:00
9,10879.03,9625.59,2077.29,100.1,22682.01,2023-01-28 09:00:00
10,10454.59,9632.31,1852.9,83.61,22023.41,2023-01-28 10:00:00
11,9689.08,10180.37,1764.74,70.69,21704.88,2023-01-28 11:00:00
12,9099.68,9593.93,1627.89,61.94,20383.44,2023-01-28 12:00:00
13,8644.25,8951.59,1682.98,56.03,19334.85,2023-01-28 13:00:00
14,8602.61,8673.53,1700.15,52.51,19028.81,2023-01-28 14:00:00
15,8753.43,8767.95,1768.52,51.25,19341.15,2023-01-28 15:00:00
16,9435.87,8873.47,1946.29,52.9,20308.51,2023-01-28 16:00:00
17,10073.99,9467.17,2177.39,59.37,21777.92,2023-01-28 17:00:00
18,11226.17,10549.9,2367.1,76.99,24220.16,2023-01-28 18:00:00
19,11738.07,10862.8,2496.13,80.1,25177.1,2023-01-28 19:00:00
20,11616.92,10758.16,2481.44,77.3,24933.82,2023-01-28 20:00:00
21,11369.54,10646.55,2359.93,79.03,24455.04,2023-01-28 21:00:00
22,11115.57,10469.79,2284.71,79.68,23949.75,2023-01-28 22:00:00
23,11108.49,9999.88,2176.63,80.48,23365.48,2023-01-28 23:00:00
0,10593.51,9504.74,2030.27,81.17,22209.7,2023-01-29 00:00:00
1,10250.54,9075.03,2029.3,81.51,21436.38,2023-01-29 01:00:00
2,10205.84,8754.15,1967.37,83.67,21011.02,2023-01-29 02:00:00
3,9934.89,8522.88,1833.91,86.26,20377.93,2023-01-29 03:00:00
4,9801.2,8399.33,1809.46,88.49,20098.48,2023-01-29 04:00:00
5,9899.51,8393.65,1799.37,91.69,20184.22,2023-01-29 05:00:00
6,9990.64,8640.64,1821.72,95.48,20548.49,2023-01-29 06:00:00
7,10313.87,8934.61,1896.81,106.13,21251.43,2023-01-29 07:00:00
8,10539.3,9100.14,1960.19,105.56,21705.18,2023-01-29 08:00:00
9,10851.8,9592.56,2015.52,90.57,22550.45,2023-01-29 09:00:00
10,11270.21,10266.07,2192.71,76.8,23805.79,2023-01-29 10:00:00
11,10938.97,10846.7,2256.73,68.45,24110.85,2023-01-29 11:00:00
12,10694.48,10685.79,2337.65,62.56,23780.49,2023-01-29 12:00:00
13,10566.12,10500.77,2570.27,59.39,23696.55,2023-01-29 13:00:00
14,10343.2,9938.73,2373.69,57.22,22712.84,2023-01-29 14:00:00
15,10512.54,9630.76,2216.17,63.04,22422.5,2023-01-29 15:00:00
16,11137.34,9624.34,2136.17,66.02,22963.87,2023-01-29 16:00:00
17,11290.22,10153.48,2321.58,74.01,23839.29,2023-01-29 17:00:00
18,12089.29,11148.36,2553.15,80.94,25871.75,2023-01-29 18:00:00
19,12314.27,11481.3,2585.41,88.62,26469.61,2023-01-29 19:00:00
20,12383.43,11382.09,2534.87,89.25,26389.64,2023-01-29 20:00:00
21,12006.39,11206.12,2444.77,81.45,25738.73,2023-01-29 21:00:00
22,11556.18,10917.15,2359.97,78.37,24911.67,2023-01-29 22:00:00
23,10928.53,10288.75,2201.98,74.34,23493.6,2023-01-29 23:00:00
0,10411.3,9787.04,2056.22,72.04,22326.59,2023-01-30 00:00:00
1,10195.53,9418.03,2028.61,71.66,21713.83,2023-01-30 01:00:00
2,9926.24,9502.89,1960.06,72.68,21461.88,2023-01-30 02:00:00
3,10235.88,8904.44,1907.24,75.42,21122.15,2023-01-30 03:00:00
4,10284.44,8860.68,1869.8,79.3,21094.22,2023-01-30 04:00:00
5,10140.67,9211.82,1930.42,85.34,21368.26,2023-01-30 05:00:00
6,10569.46,9896.9,2061.94,94.05,22622.36,2023-01-30 06:00:00
7,11790.37,10952.43,2294.73,104.04,25141.56,2023-01-30 07:00:00
8,12672.79,11552.5,2413.54,107.33,26746.15,2023-01-30 08:00:00
9,12484.18,11670.4,2335.71,107.72,26598.0,2023-01-30 09:00:00
10,11331.86,11591.49,2299.85,101.42,25324.62,2023-01-30 10:00:00
11,10634.06,11901.09,2369.42,93.6,24998.17,2023-01-30 11:00:00
12,10398.32,11863.93,2434.5,88.69,24785.44,2023-01-30 12:00:00
13,10143.43,12165.9,2783.73,85.94,25179.0,2023-01-30 13:00:00
14,10129.34,12222.09,2660.74,84.87,25097.05,2023-01-30 14:00:00
15,9590.01,12143.98,2595.5,88.42,24417.91,2023-01-30 15:00:00
16,10111.5,11989.75,2796.72,93.16,24991.15,2023-01-30 16:00:00
17,11255.77,11804.1,2762.63,104.05,25926.55,2023-01-30 17:00:00
18,12473.87,12330.23,2827.08,109.34,27740.51,2023-01-30 18:00:00
19,13025.47,12582.3,2838.14,110.92,28556.82,2023-01-30 19:00:00
20,12828.18,12367.81,2750.88,110.94,28057.8,2023-01-30 20:00:00
